document_id,criterion_id,chosen_branch,chosen_branch_decision,branch_a_final_decision,branch_b_final_decision,cross_branch_reason,branch_a_rule,branch_b_rule
NCT00319748,NCT00319748_exc__item17_C2,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_computability_review
NCT00319748,NCT00319748_exc__item1_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_exc__item2_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_exc__item2_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00319748,NCT00319748_exc__item3_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_computability_review
NCT00319748,NCT00319748_exc__item4_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00319748,NCT00319748_exc__item4_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_exc__item4_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_exc__item5_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_rescue_unresolved
NCT00319748,NCT00319748_exc__item6_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_exc__item7_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_exc__item8_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_exc__item9_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_optional_review_partial
NCT00319748,NCT00319748_exc__item9_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_semantic_high_risk
NCT00319748,NCT00319748_inc__item10_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00319748,NCT00319748_inc__item11_C1,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item11_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item12_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item12_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item13_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item13_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item13_C3,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item13_C4,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item13_C5,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item14_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_rescue_unresolved,B_partial_computability
NCT00319748,NCT00319748_inc__item15_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_rescue_unresolved,B_partial_computability
NCT00319748,NCT00319748_inc__item15_C2,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_rescue_unresolved,B_partial_computability
NCT00319748,NCT00319748_inc__item15_C3,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_rescue_unresolved,B_partial_computability
NCT00319748,NCT00319748_inc__item15_C4,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_partial_computability
NCT00319748,NCT00319748_inc__item15_C5,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_partial_computability
NCT00319748,NCT00319748_inc__item16_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_rescue_unresolved,B_partial_computability
NCT00319748,NCT00319748_inc__item16_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item16_C3,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item16_C4,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item17_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item18_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item18_C2,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT00319748,NCT00319748_inc__item18_C3,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT00319748,NCT00319748_inc__item18_C4,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT00319748,NCT00319748_inc__item18_C5,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_inc__item19_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_computability_review
NCT00319748,NCT00319748_inc__item1_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_computability_review
NCT00319748,NCT00319748_inc__item20_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item20_C2,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT00319748,NCT00319748_inc__item20_C3,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item20_C4,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT00319748,NCT00319748_inc__item20_C5,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT00319748,NCT00319748_inc__item20_C6,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT00319748,NCT00319748_inc__item20_C7,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00319748,NCT00319748_inc__item20_C8,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00319748,NCT00319748_inc__item20_C9,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_rescue_unresolved,B_partial_computability
NCT00319748,NCT00319748_inc__item2_C1,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT00319748,NCT00319748_inc__item3_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_optional_review_partial
NCT00319748,NCT00319748_inc__item3_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_optional_review_partial
NCT00319748,NCT00319748_inc__item3_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_optional_review_partial
NCT00319748,NCT00319748_inc__item3_C4,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT00319748,NCT00319748_inc__item4_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item4_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item4_C3,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item4_C4,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00319748,NCT00319748_inc__item5_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00319748,NCT00319748_inc__item6_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00319748,NCT00319748_inc__item7_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00319748,NCT00319748_inc__item8_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00319748,NCT00319748_inc__item9_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00401245,NCT00401245_exc__item1_C1,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_llm_verifier
NCT00401245,NCT00401245_exc__item1_C2,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item2_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_partial_computability
NCT00401245,NCT00401245_exc__item2_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_partial_computability
NCT00401245,NCT00401245_exc__item2_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_partial_computability
NCT00401245,NCT00401245_exc__item2_C4,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_partial_computability
NCT00401245,NCT00401245_exc__item2_C5,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_computability_review
NCT00401245,NCT00401245_exc__item2_C6,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_computability_review
NCT00401245,NCT00401245_exc__item3_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item3_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item3_C3,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item3_C4,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item3_C5,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item3_C6,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item3_C7,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_exc__item3_C8,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00401245,NCT00401245_inc__item1_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_computability_review
NCT00401245,NCT00401245_inc__item1_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00401245,NCT00401245_inc__item1_C3,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT00401245,NCT00401245_inc__item2_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT00401245,NCT00401245_inc__item2_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_rescue_unresolved
NCT00401245,NCT00401245_inc__item2_C3,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_layer1_hard_issue
NCT00401245,NCT00401245_inc__item2_C4,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_llm_verifier
NCT00401245,NCT00401245_inc__item2_C5,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT00401245,NCT00401245_inc__item2_C6,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00401245,NCT00401245_inc__item2_C7,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_rescue_unresolved
NCT00401245,NCT00401245_inc__item2_C8,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT00401245,NCT00401245_inc__item2_C9,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00445029,NCT00445029_exc__item10_C1,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_partial_computability,B_non_computable
NCT00445029,NCT00445029_exc__item10_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00445029,NCT00445029_exc__item11_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00445029,NCT00445029_exc__item11_C2,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_partial_computability,B_non_computable
NCT00445029,NCT00445029_exc__item12_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00445029,NCT00445029_exc__item13_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_rescue_unresolved
NCT00445029,NCT00445029_exc__item1_C1,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT00445029,NCT00445029_exc__item1_C2,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT00445029,NCT00445029_exc__item2_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT00445029,NCT00445029_exc__item3_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00445029,NCT00445029_exc__item3_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_semantic_high_risk
NCT00445029,NCT00445029_exc__item3_C3,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_semantic_high_risk
NCT00445029,NCT00445029_exc__item3_C4,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_semantic_high_risk
NCT00445029,NCT00445029_exc__item4_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00445029,NCT00445029_exc__item4_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00445029,NCT00445029_exc__item4_C3,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00445029,NCT00445029_exc__item5_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00445029,NCT00445029_exc__item5_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_computability_review
NCT00445029,NCT00445029_exc__item6_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT00445029,NCT00445029_exc__item6_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00445029,NCT00445029_exc__item7_C1,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_partial_computability,B_non_computable
NCT00445029,NCT00445029_exc__item7_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00445029,NCT00445029_exc__item7_C3,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00445029,NCT00445029_exc__item7_C4,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00445029,NCT00445029_exc__item7_C5,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00445029,NCT00445029_exc__item8_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT00445029,NCT00445029_exc__item9_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT00445029,NCT00445029_inc__item10_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_computability_review
NCT00445029,NCT00445029_inc__item11_C1,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT00445029,NCT00445029_inc__item11_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT00445029,NCT00445029_inc__item1_C1,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_partial_computability,B_non_computable
NCT00445029,NCT00445029_inc__item2_C1,B,accept,human_review,accept,selected_B_because_accept_has_best_available_status,A_layer2_high_risk,B_accept
NCT00445029,NCT00445029_inc__item3_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_llm_verifier
NCT00445029,NCT00445029_inc__item4_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_computability_review
NCT00445029,NCT00445029_inc__item5_C1,A,accept,accept,non_computable,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_non_computable
NCT00445029,NCT00445029_inc__item6_C1,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT00445029,NCT00445029_inc__item6_C2,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT00445029,NCT00445029_inc__item6_C3,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT00445029,NCT00445029_inc__item7_C1,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_partial_computability,B_non_computable
NCT00445029,NCT00445029_inc__item7_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT00445029,NCT00445029_inc__item8_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_computability_review
NCT00445029,NCT00445029_inc__item9_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT00445029,NCT00445029_inc__item9_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT00445029,NCT00445029_inc__item9_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item10_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_optional_review_partial
NCT00461136,NCT00461136_exc__item10_C2,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT00461136,NCT00461136_exc__item10_C3,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT00461136,NCT00461136_exc__item11_C1,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT00461136,NCT00461136_exc__item11_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT00461136,NCT00461136_exc__item12_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT00461136,NCT00461136_exc__item13_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT00461136,NCT00461136_exc__item14_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_partial_computability
NCT00461136,NCT00461136_exc__item14_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_optional_review_partial
NCT00461136,NCT00461136_exc__item15_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item15_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item15_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item16_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item16_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT00461136,NCT00461136_exc__item17_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_rescue_unresolved
NCT00461136,NCT00461136_exc__item17_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_rescue_unresolved
NCT00461136,NCT00461136_exc__item18_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item19_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item19_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item19_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item19_C4,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item19_C5,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item19_C6,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item19_C7,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item19_C8,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT00461136,NCT00461136_exc__item1_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_rescue_unresolved
NCT00461136,NCT00461136_exc__item1_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item1_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT00461136,NCT00461136_exc__item20_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT00461136,NCT00461136_exc__item20_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT00461136,NCT00461136_exc__item20_C3,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT00461136,NCT00461136_exc__item21_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
