document_id,criterion_id,branch,leaf_path,eligibility_type,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,item_text,entity_source_support,value_source_support,unit_source_support,operator_value_support,quantitative_representation_support,temporal_context_support,history_context_support,condition_exception_context_support,layer1_semantic_support,semantic_grounding_support,semantic_grounding_risk_score,semantic_grounding_risk_label,semantic_grounding_reasons,semantic_bottleneck_components,computability_support,layer1_execution_support,execution_support,execution_risk_score,execution_risk_label,execution_reasons,execution_bottleneck_components,final_routing_decision,llm_verifier_candidate,computability_review_candidate,routing_reasons,layer1_issue_count,layer1_needs_review,layer1_needs_llm_rescue_candidate,layer1_issue_codes_json,layer1_semantic_issue_count,layer1_semantic_issue_codes,layer1_execution_issue_count,layer1_execution_issue_codes,entity_text_exact_in_evidence,entity_text_ci_in_evidence,entity_text_normalized_in_evidence,entity_text_exact_in_item,entity_text_ci_in_item,value_text,value_text_found_in_evidence,value_text_found_in_item,unit_text_found_in_evidence,operator_value_structurally_supported,quantitative_cue_present,quantitative_cue_unhandled,exists_with_quantitative_cue,value_missing_with_quantitative_cue,temporal_marker_in_evidence,temporal_context_present,temporal_marker_missing_context,history_marker_in_evidence,history_context_present,history_marker_missing_context,condition_or_exception_marker_in_evidence,condition_or_exception_context_present,condition_or_exception_marker_missing_context,branch_a_match_found,branch_a_entity_type_agrees,branch_a_operator_agrees,branch_a_value_agrees,branch_a_unit_agrees,branch_a_entity_text_token_overlap,node_type,status,source_text,layer1_policy_action_hint,layer1_policy_bucket,layer1_policy_severity,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_soft_warning_count,layer1_policy_execution_issue_count,branch_a_entity_type,branch_a_entity_text,branch_a_operator,branch_a_value,branch_a_unit,branch_a_agreement_n,generic_entity_text,temporal_context_json,history_context_json,condition_context,exception_context,missing_pass2_clause_context,critical_modifier_support,allowance_polarity_support,layer1_policy_adjusted_semantic_issue_count,layer1_policy_adjusted_execution_issue_count
NCT03416413,NCT03416413_exc__item7_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[6].children[0],,other,inability to complete questionnaires,exists,null,,,non_computable,Inability or unwillingness to complete questionnaires,Inability or unwillingness to complete questionnaires,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,Inability or unwillingness to complete questionnaires,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,inability to complete questionnaires,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT03416413,NCT03416413_exc__item7_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[6].children[1],,other,unwillingness to complete questionnaires,exists,null,,,non_computable,Inability or unwillingness to complete questionnaires,Inability or unwillingness to complete questionnaires,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,Inability or unwillingness to complete questionnaires,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,unwillingness to complete questionnaires,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT03416413,NCT03416413_exc__item8_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[7],,other,Inability to attend follow-up appointments,exists,null,,,non_computable,Inability to attend follow-up appointments,Inability to attend follow-up appointments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,Inability to attend follow-up appointments,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,inability to attend follow-up appointments,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT03416413,NCT03416413_exc__item9_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[8],,other,currently included in a study of varicose vein treatment,exists,null,,,non_computable,Patient currently included in a study of varicose vein treatment,Patient currently included in a study of varicose vein treatment,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.9,criterion,,Patient currently included in a study of varicose vein treatment,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,patient currently included in a study of varicose vein treatment,exists,,,5,0,,current,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item1_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[0].children[0],,demographic,sex,=,scalar,male,,computable,Male or female subjects,Male or female subjects aged =18 to =65 years,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.65,reference_review_priority,entity_not_grounded_in_evidence_or_item,entity_source_support,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,llm_verifier,1,0,hard_semantic_grounding_uncertainty,0,0,0,[],0,,0,,0,0,0,0,0,male,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,criterion,,Male or female subjects aged =18 to =65 years,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,demographic,male subjects,exists,,,2,0,,,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item1_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[0].children[1].children[0],,demographic,sex,=,scalar,female,,computable,female subjects,Male or female subjects aged =18 to =65 years,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.65,reference_review_priority,entity_not_grounded_in_evidence_or_item,entity_source_support,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,llm_verifier,1,0,hard_semantic_grounding_uncertainty,0,0,0,[],0,,0,,0,0,0,0,0,female,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0,criterion,,Male or female subjects aged =18 to =65 years,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,demographic,female subjects,exists,,,2,0,,,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item1_C3,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[0].children[1].children[1],,demographic,age,between,range,"{""min"": 18, ""max"": 65}",year,computable,aged =18 to =65 years,Male or female subjects aged =18 to =65 years,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,1,1,1,1,1,"{""min"": 18, ""max"": 65}",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,criterion,,Male or female subjects aged =18 to =65 years,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,aged =18 to =65 years,=,,,0,0,,,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item2_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[1],,observation,general good health,exists,null,,,non_computable,General good health as established by medical history and physical examination,General good health as established by medical history and physical examination,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,criterion,,General good health as established by medical history and physical examination,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,General good health,exists,,,4,0,,,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item3_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[2],,other,written informed consent,exists,null,,,non_computable,Written informed consent,Written informed consent,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,Written informed consent,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,written informed consent,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item4_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[3].children[0],,therapy,efficacious hormonal method of birth control,exists,null,,,non_computable,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study.,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study. Abstinence is acceptable.,0.8,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0,criterion,,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study. Abstinence is acceptable.,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,childbearing,exists,,,3,0,"{""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""}",,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item4_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[3].children[1],,therapy,efficacious barrier method of birth control,exists,null,,,non_computable,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study.,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study. Abstinence is acceptable.,0.8,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0,criterion,,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study. Abstinence is acceptable.,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,childbearing,exists,,,3,0,"{""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""}",,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item4_C3,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[3].children[2],,observation,abstinence,exists,null,,,non_computable,Abstinence is acceptable.,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study. Abstinence is acceptable.,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.333333,criterion,,Females of childbearing potential must agree to use an efficacious hormonal or barrier method of birth control during the study. Abstinence is acceptable.,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,abstinence is acceptable,exists,,,3,0,,,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_inc__item5_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[4],,other,available for all visits scheduled in this study,exists,null,,,non_computable,Available for all visits scheduled in this study.,Available for all visits scheduled in this study.,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,Available for all visits scheduled in this study.,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,available for all visits scheduled in this study,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_exc__item1_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[0],,procedure,vaccination against typhoid fever,exists,null,,,partial,Vaccination against typhoid fever within 5 years before dosing.,Primary groups: Vaccination against typhoid fever within 5 years before dosing.,0.95,1.0,1.0,1.0,1.0,0.95,0.9,1.0,1.0,0.9,0.1,reference_high_support_not_auto_accept,,,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,computability_review,0,1,execution_support_reference_intermediate_support,0,0,0,[],0,,0,,0,1,1,0,1,,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,Primary groups: Vaccination against typhoid fever within 5 years before dosing.,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,procedure,vaccination against typhoid fever,exists,,,5,0,"{""relation"": ""within"", ""value"": 5, ""unit"": ""year"", ""anchor_event"": ""treatment_start""}",prior,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_exc__item2_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[1].children[0],,condition,clinical typhoid fever,exists,null,,,computable,History of clinical typhoid fever,"History of clinical typhoid fever, clinical paratyphoid A or B fever.",1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"History of clinical typhoid fever, clinical paratyphoid A or B fever.",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,clinical typhoid fever,exists,,,5,0,,prior,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_exc__item2_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[1].children[1],,condition,clinical paratyphoid A fever,exists,null,,,computable,clinical paratyphoid A or B fever,"History of clinical typhoid fever, clinical paratyphoid A or B fever.",0.8,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0.666667,criterion,,"History of clinical typhoid fever, clinical paratyphoid A or B fever.",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,clinical paratyphoid A or B fever.,exists,,,5,0,,prior,,,0,1.0,1.0,0,0
NCT02121145,NCT02121145_exc__item2_C3,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[1].children[2],,condition,clinical paratyphoid B fever,exists,null,,,computable,clinical paratyphoid A or B fever,"History of clinical typhoid fever, clinical paratyphoid A or B fever.",0.8,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0.666667,criterion,,"History of clinical typhoid fever, clinical paratyphoid A or B fever.",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,clinical paratyphoid A or B fever.,exists,,,5,0,,prior,,,0,1.0,1.0,0,0
