plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support
A__NCT00319748_inc__item15_C4__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00319748_inc__item15_C4,NCT00319748,NCT00319748_inc__item15,C4,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf,review_priority,0.428564,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
A__NCT00319748_inc__item15_C5__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00319748_inc__item15_C5,NCT00319748,NCT00319748_inc__item15,C5,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf,review_priority,0.428564,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
A__NCT00319748_inc__item19_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00319748_inc__item19_C1,NCT00319748,NCT00319748_inc__item19,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.82255,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6
A__NCT00319748_inc__item1_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00319748_inc__item1_C1,NCT00319748,NCT00319748_inc__item1,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,,review_priority,0.299359,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6
A__NCT00319748_inc__item2_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00319748_inc__item2_C1,NCT00319748,NCT00319748_inc__item2,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,entity_not_in_leaf_evidence_but_in_item,intermediate_support,0.65,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0
A__NCT00319748_inc__item3_C1__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00319748_inc__item3_C1,NCT00319748,NCT00319748_inc__item3,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf;entity_not_in_leaf_evidence_but_in_item,intermediate_support,0.65,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_high_support_not_auto_accept,1.0
A__NCT00319748_inc__item3_C2__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00319748_inc__item3_C2,NCT00319748,NCT00319748_inc__item3,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf;entity_not_in_leaf_evidence_but_in_item,intermediate_support,0.65,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_high_support_not_auto_accept,1.0
A__NCT00319748_inc__item3_C3__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00319748_inc__item3_C3,NCT00319748,NCT00319748_inc__item3,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf;entity_not_in_leaf_evidence_but_in_item,intermediate_support,0.65,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_high_support_not_auto_accept,1.0
A__NCT00401245_exc__item1_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_exc__item1_C2,NCT00401245,NCT00401245_exc__item1,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,layer1d_pass1_pass2_logic_flag,review_priority,0.55,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
A__NCT00401245_exc__item2_C1__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00401245_exc__item2_C1,NCT00401245,NCT00401245_exc__item2,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf,intermediate_support,0.768998,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
A__NCT00401245_exc__item2_C2__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00401245_exc__item2_C2,NCT00401245,NCT00401245_exc__item2,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf,intermediate_support,0.768998,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
A__NCT00401245_exc__item2_C3__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00401245_exc__item2_C3,NCT00401245,NCT00401245_exc__item2,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf,intermediate_support,0.768998,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
A__NCT00401245_exc__item2_C4__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00401245_exc__item2_C4,NCT00401245,NCT00401245_exc__item2,C4,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf,intermediate_support,0.768998,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
A__NCT00401245_exc__item2_C5__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_exc__item2_C5,NCT00401245,NCT00401245_exc__item2,C5,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.768998,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6
A__NCT00401245_exc__item2_C6__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_exc__item2_C6,NCT00401245,NCT00401245_exc__item2,C6,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.768998,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6
A__NCT00401245_inc__item1_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_inc__item1_C1,NCT00401245,NCT00401245_inc__item1,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,,review_priority,0.594913,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6
A__NCT00401245_inc__item2_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_inc__item2_C1,NCT00401245,NCT00401245_inc__item2,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;high_semantic:comparison_with_non_quantitative_entity;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,llm_verifier,reference_review_priority,0.45,reference_intermediate_support,0.6
A__NCT00401245_inc__item2_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_inc__item2_C2,NCT00401245,NCT00401245_inc__item2,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,layer1_inventory_flag,review_priority,0.555216,llm_verifier,reference_review_priority,0.45,reference_intermediate_support,0.6
A__NCT00401245_inc__item2_C3__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_inc__item2_C3,NCT00401245,NCT00401245_inc__item2,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,layer1_inventory_flag,review_priority,0.555216,llm_verifier,reference_review_priority,0.5,reference_high_support_not_auto_accept,0.9
A__NCT00401245_inc__item2_C4__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_inc__item2_C4,NCT00401245,NCT00401245_inc__item2,C4,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;high_semantic:comparison_with_non_quantitative_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,llm_verifier,reference_review_priority,0.35,reference_high_support_not_auto_accept,1.0
A__NCT00401245_inc__item2_C8__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00401245_inc__item2_C8,NCT00401245,NCT00401245_inc__item2,C8,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.73582,keep_without_layer2_action,reference_high_support_not_auto_accept,1.0,reference_high_support_not_auto_accept,1.0
A__NCT00445029_exc__item10_C1__A_deferred_diagnostic__entity_regrounding,A,NCT00445029_exc__item10_C1,NCT00445029,NCT00445029_exc__item10,C1,A_deferred_diagnostic,80,defer_no_bert_anchor_only,entity_regrounding,1,1,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review|soft_warning:branch_b_non_computable,Do not rescue based only on missing BERT anchor. Use as uncertainty flag.,,"The only clear problem is no_bert_anchor. That is uncertainty, not enough evidence for automatic LLM rescue.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,computability_partial;no_bert_anchor,intermediate_support,0.6,computability_review,reference_high_support_not_auto_accept,1.0,reference_review_priority,0.35
A__NCT00445029_exc__item11_C2__A_deferred_diagnostic__entity_regrounding,A,NCT00445029_exc__item11_C2,NCT00445029,NCT00445029_exc__item11,C2,A_deferred_diagnostic,80,defer_no_bert_anchor_only,entity_regrounding,1,1,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review|soft_warning:branch_b_non_computable,Do not rescue based only on missing BERT anchor. Use as uncertainty flag.,,"The only clear problem is no_bert_anchor. That is uncertainty, not enough evidence for automatic LLM rescue.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,computability_partial;no_bert_anchor,intermediate_support,0.6,computability_review,reference_high_support_not_auto_accept,1.0,reference_review_priority,0.35
A__NCT00445029_exc__item1_C1__A_deferred_diagnostic__entity_regrounding,A,NCT00445029_exc__item1_C1,NCT00445029,NCT00445029_exc__item1,C1,A_deferred_diagnostic,80,defer_no_bert_anchor_only,entity_regrounding,1,1,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Do not rescue based only on missing BERT anchor. Use as uncertainty flag.,,"The only clear problem is no_bert_anchor. That is uncertainty, not enough evidence for automatic LLM rescue.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,no_bert_anchor,intermediate_support,0.6,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0
A__NCT00445029_exc__item1_C2__A_deferred_diagnostic__entity_regrounding,A,NCT00445029_exc__item1_C2,NCT00445029,NCT00445029_exc__item1,C2,A_deferred_diagnostic,80,defer_no_bert_anchor_only,entity_regrounding,1,1,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Do not rescue based only on missing BERT anchor. Use as uncertainty flag.,,"The only clear problem is no_bert_anchor. That is uncertainty, not enough evidence for automatic LLM rescue.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,no_bert_anchor,intermediate_support,0.6,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0
A__NCT00445029_exc__item5_C2__A_deferred_diagnostic__entity_regrounding,A,NCT00445029_exc__item5_C2,NCT00445029,NCT00445029_exc__item5,C2,A_deferred_diagnostic,80,defer_no_bert_anchor_only,entity_regrounding,1,1,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Do not rescue based only on missing BERT anchor. Use as uncertainty flag.,,"The only clear problem is no_bert_anchor. That is uncertainty, not enough evidence for automatic LLM rescue.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,no_bert_anchor,intermediate_support,0.6,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6
A__NCT00445029_exc__item6_C1__A_deferred_diagnostic__entity_regrounding,A,NCT00445029_exc__item6_C1,NCT00445029,NCT00445029_exc__item6,C1,A_deferred_diagnostic,80,defer_no_bert_anchor_only,entity_regrounding,1,1,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Do not rescue based only on missing BERT anchor. Use as uncertainty flag.,,"The only clear problem is no_bert_anchor. That is uncertainty, not enough evidence for automatic LLM rescue.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duration_marker_missing_from_temporal_context,,computability_partial;duration_marker_missing_from_temporal_context;high_semantic:duration_marker_missing_from_temporal_context;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;no_bert_anchor;quantitative_cue_not_represented,review_priority,0.35,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
