plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support
B__NCT00319748_inc__item13_C2__B_main_llm_rescue__entity_regrounding,B,NCT00319748_inc__item13_C2,NCT00319748,NCT00319748_inc__item13,C2,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;exception_or_condition_clause_without_context_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;entity_supported_by_source_token_overlap;exception_or_condition_clause_without_context_handling;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
B__NCT00319748_inc__item13_C3__B_main_llm_rescue__entity_regrounding,B,NCT00319748_inc__item13_C3,NCT00319748,NCT00319748_inc__item13,C3,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;exception_or_condition_clause_without_context_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;entity_supported_by_source_token_overlap;exception_or_condition_clause_without_context_handling;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
B__NCT00319748_inc__item13_C4__B_main_llm_rescue__entity_regrounding,B,NCT00319748_inc__item13_C4,NCT00319748,NCT00319748_inc__item13,C4,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;exception_or_condition_clause_without_context_handling;existence_operator_with_non_null_value,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;entity_supported_by_source_token_overlap;exception_or_condition_clause_without_context_handling;existence_operator_with_non_null_value;hard_semantic:condition_context_present_without_handling;hard_structural:existence_operator_with_non_null_value;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
B__NCT00319748_inc__item13_C5__B_main_llm_rescue__entity_regrounding,B,NCT00319748_inc__item13_C5,NCT00319748,NCT00319748_inc__item13,C5,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;exception_or_condition_clause_without_context_handling;existence_operator_with_non_null_value,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;entity_supported_by_source_token_overlap;exception_or_condition_clause_without_context_handling;existence_operator_with_non_null_value;hard_semantic:condition_context_present_without_handling;hard_structural:existence_operator_with_non_null_value;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
B__NCT00319748_inc__item4_C1__B_main_llm_rescue__condition_exception_context_recovery,B,NCT00319748_inc__item4_C1,NCT00319748,NCT00319748_inc__item4,C1,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_high_support_not_auto_accept,0.9
B__NCT00319748_inc__item4_C2__B_main_llm_rescue__condition_exception_context_recovery,B,NCT00319748_inc__item4_C2,NCT00319748,NCT00319748_inc__item4,C2,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,condition_context_present_without_handling,,computability_partial;condition_context_present_without_handling;condition_or_exception_marker_without_context;hard_semantic:condition_context_present_without_handling;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
B__NCT00319748_inc__item4_C3__B_main_llm_rescue__temporal_context_recovery,B,NCT00319748_inc__item4_C3,NCT00319748,NCT00319748_inc__item4,C3,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,temporal_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,temporal_anchor_mismatch_from_source,,computability_non_computable;hard_semantic:temporal_anchor_mismatch_from_source;history_marker_without_history_context;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;temporal_anchor_mismatch_from_source,,,llm_verifier,reference_review_priority,0.5,reference_review_priority,0.35
B__NCT00319748_inc__item5_C1__B_main_llm_rescue__temporal_context_recovery,B,NCT00319748_inc__item5_C1,NCT00319748,NCT00319748_inc__item5,C1,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,temporal_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,existence_operator_on_quantitative_phrase;temporal_anchor_mismatch_from_source,,computability_partial;existence_operator_on_quantitative_phrase;hard_semantic:existence_operator_on_quantitative_phrase;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;temporal_anchor_mismatch_from_source,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
B__NCT00401245_exc__item1_C1__B_main_llm_rescue__condition_exception_context_recovery,B,NCT00401245_exc__item1_C1,NCT00401245,NCT00401245_exc__item1,C1,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,,,condition_or_exception_marker_without_context;hard_semantic_grounding_uncertainty,,,llm_verifier,reference_review_priority,0.4,reference_high_support_not_auto_accept,1.0
B__NCT00401245_exc__item1_C2__B_main_llm_rescue__condition_exception_context_recovery,B,NCT00401245_exc__item1_C2,NCT00401245,NCT00401245_exc__item1,C2,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,condition_exception_context_recovery,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,positive_clause_with_not_exists_operator,,computability_partial;condition_or_exception_marker_without_context;hard_semantic:positive_clause_with_not_exists_operator;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;positive_clause_with_not_exists_operator,,,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
B__NCT00401245_exc__item3_C1__B_main_llm_rescue__entity_regrounding,B,NCT00401245_exc__item3_C1,NCT00401245,NCT00401245_exc__item3,C1,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,requirement_object_inversion,,computability_partial;entity_supported_by_source_token_overlap;hard_semantic:requirement_object_inversion;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;requirement_object_inversion,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
B__NCT00401245_exc__item3_C2__B_main_llm_rescue__entity_regrounding,B,NCT00401245_exc__item3_C2,NCT00401245,NCT00401245_exc__item3,C2,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,requirement_object_inversion,,computability_partial;entity_supported_by_source_token_overlap;hard_semantic:requirement_object_inversion;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;requirement_object_inversion;temporal_context_without_clear_marker,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
B__NCT00401245_exc__item3_C3__B_main_llm_rescue__entity_regrounding,B,NCT00401245_exc__item3_C3,NCT00401245,NCT00401245_exc__item3,C3,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,requirement_object_inversion,,computability_partial;entity_supported_by_source_token_overlap;hard_semantic:requirement_object_inversion;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;requirement_object_inversion,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
B__NCT00401245_exc__item3_C4__B_main_llm_rescue__entity_regrounding,B,NCT00401245_exc__item3_C4,NCT00401245,NCT00401245_exc__item3,C4,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,requirement_object_inversion,,computability_partial;entity_supported_by_source_token_overlap;hard_semantic:requirement_object_inversion;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;requirement_object_inversion;temporal_context_without_clear_marker,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
B__NCT00401245_exc__item3_C5__B_main_llm_rescue__entity_regrounding,B,NCT00401245_exc__item3_C5,NCT00401245,NCT00401245_exc__item3,C5,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,requirement_object_inversion,,computability_partial;entity_supported_by_source_token_overlap;hard_semantic:requirement_object_inversion;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;requirement_object_inversion,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
B__NCT00401245_exc__item3_C6__B_main_llm_rescue__entity_regrounding,B,NCT00401245_exc__item3_C6,NCT00401245,NCT00401245_exc__item3,C6,B_main_llm_rescue,25,branch_b_dejure_judge_repair_loop,entity_regrounding,0,1,1,3,1,1,0,0,0,branch_b_is_target_not_candidate_source,"Branch B follows a De Jure-style judge-and-repair loop. Judge B_current first. If it passes, keep it. If it fails, repair/regenerate up to 3 attempts, judge each candidate, and keep the best validated candidate. Never use Branch A as replacement.","This Branch B leaf belongs to the explicit 06d2 mandatory verifier subset. It is routed to De Jure-style judge/repair, not automatic replacement.",,B,P1_run_now_branch_b_mandatory_judge,mandatory_llm_rescue_or_judge,requirement_object_inversion,,computability_partial;entity_supported_by_source_token_overlap;hard_semantic:requirement_object_inversion;layer1_policy:hard_semantic_or_structural_issue;layer1_policy_mandatory_verifier;requirement_object_inversion;temporal_context_without_clear_marker,,,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
