plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support
B__NCT00319748_inc__item15_C1__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item15_C1,NCT00319748,NCT00319748_inc__item15,C1,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item15_C2__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item15_C2,NCT00319748,NCT00319748_inc__item15,C2,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item15_C3__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item15_C3,NCT00319748,NCT00319748_inc__item15,C3,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item15_C4__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item15_C4,NCT00319748,NCT00319748_inc__item15,C4,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item15_C5__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item15_C5,NCT00319748,NCT00319748_inc__item15,C5,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item16_C1__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item16_C1,NCT00319748,NCT00319748_inc__item16,C1,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item16_C2__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item16_C2,NCT00319748,NCT00319748_inc__item16,C2,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_partially_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_intermediate_support,0.6
B__NCT00319748_inc__item16_C3__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item16_C3,NCT00319748,NCT00319748_inc__item16,C3,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_partially_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_intermediate_support,0.6
B__NCT00319748_inc__item16_C4__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item16_C4,NCT00319748,NCT00319748_inc__item16,C4,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_partially_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_intermediate_support,0.6
B__NCT00319748_inc__item17_C1__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item17_C1,NCT00319748,NCT00319748_inc__item17,C1,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item18_C1__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item18_C1,NCT00319748,NCT00319748_inc__item18,C1,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item18_C2__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item18_C2,NCT00319748,NCT00319748_inc__item18,C2,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;critical_modifier_missing:current;entity_supported_by_source_token_overlap;recurrent;semantic_grounding_reference_review_priority,,,optional_llm_verifier_or_review,reference_review_priority,0.45,reference_intermediate_support,0.6
B__NCT00319748_inc__item18_C3__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item18_C3,NCT00319748,NCT00319748_inc__item18,C3,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_non_computable;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_review_priority,0.35
B__NCT00319748_inc__item18_C4__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item18_C4,NCT00319748,NCT00319748_inc__item18,C4,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_non_computable;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_review_priority,0.35
B__NCT00319748_inc__item20_C1__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C1,NCT00319748,NCT00319748_inc__item20,C1,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C2__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C2,NCT00319748,NCT00319748_inc__item20,C2,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;critical_modifier_missing:current;entity_supported_by_source_token_overlap;recurrent;semantic_grounding_reference_review_priority,,,optional_llm_verifier_or_review,reference_review_priority,0.45,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C3__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C3,NCT00319748,NCT00319748_inc__item20,C3,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C4__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C4,NCT00319748,NCT00319748_inc__item20,C4,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;critical_modifier_missing:current;entity_supported_by_source_token_overlap;recurrent;semantic_grounding_reference_review_priority,,,optional_llm_verifier_or_review,reference_review_priority,0.45,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C5__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C5,NCT00319748,NCT00319748_inc__item20,C5,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C6__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C6,NCT00319748,NCT00319748_inc__item20,C6,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;critical_modifier_missing:current;entity_supported_by_source_token_overlap;recurrent;semantic_grounding_reference_review_priority,,,optional_llm_verifier_or_review,reference_review_priority,0.45,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C7__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C7,NCT00319748,NCT00319748_inc__item20,C7,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C8__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C8,NCT00319748,NCT00319748_inc__item20,C8,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item20_C9__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item20_C9,NCT00319748,NCT00319748_inc__item20,C9,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00319748_inc__item3_C1__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item3_C1,NCT00319748,NCT00319748_inc__item3,C1,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,entity_partially_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_high_support_not_auto_accept,1.0
B__NCT00319748_inc__item3_C2__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item3_C2,NCT00319748,NCT00319748_inc__item3,C2,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,entity_partially_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_high_support_not_auto_accept,1.0
B__NCT00319748_inc__item3_C3__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item3_C3,NCT00319748,NCT00319748_inc__item3,C3,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,entity_partially_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_high_support_not_auto_accept,1.0
B__NCT00319748_inc__item4_C4__B_blocked_or_manual_review__entity_regrounding,B,NCT00319748_inc__item4_C4,NCT00319748,NCT00319748_inc__item4,C4,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_non_computable;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support;temporal_context_without_clear_marker,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_review_priority,0.35
B__NCT00401245_exc__item2_C1__B_blocked_or_manual_review__entity_regrounding,B,NCT00401245_exc__item2_C1,NCT00401245,NCT00401245_exc__item2,C1,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
B__NCT00401245_exc__item2_C2__B_blocked_or_manual_review__entity_regrounding,B,NCT00401245_exc__item2_C2,NCT00401245,NCT00401245_exc__item2,C2,B_blocked_or_manual_review,85,optional_branch_b_review_not_main_rescue,entity_regrounding,0,1,0,0,0,0,0,1,0,not_applicable,Not part of the main Branch B De Jure rescue budget. Keep as optional review/diagnostic.,,This Branch B row is not in the explicit 06d2 mandatory verifier subset.,B,P2_budget_allows_branch_b_optional_judge,optional_llm_rescue_or_review,,,computability_partial;entity_supported_by_source_token_overlap;semantic_grounding_reference_intermediate_support,,,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6
