plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support
A__NCT01614041_inc__item6_C1__A_status_or_review__condition_exception_context_review,A,NCT01614041_inc__item6_C1,NCT01614041,NCT01614041_inc__item6,C1,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_non_computable;branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;duplicate_identical_leaf;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling,,computable_with_unhandled_condition_or_exception;condition_context_present_without_handling;duplicate_identical_leaf;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;high_semantic:condition_context_present_without_handling;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag,review_priority,0.3,llm_verifier,reference_review_priority,0.4,reference_review_priority,0.35
A__NCT01614041_inc__item6_C2__A_status_or_review__condition_exception_context_review,A,NCT01614041_inc__item6_C2,NCT01614041,NCT01614041_inc__item6,C2,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_non_computable;branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;duplicate_identical_leaf;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling,,computable_with_unhandled_condition_or_exception;condition_context_present_without_handling;duplicate_identical_leaf;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;high_semantic:condition_context_present_without_handling;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag,review_priority,0.3,llm_verifier,reference_review_priority,0.4,reference_review_priority,0.35
A__NCT01614041_inc__item6_C3__A_status_or_review__condition_exception_context_review,A,NCT01614041_inc__item6_C3,NCT01614041,NCT01614041_inc__item6,C3,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_non_computable;branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;duplicate_identical_leaf;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling,,computable_with_unhandled_condition_or_exception;condition_context_present_without_handling;duplicate_identical_leaf;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;high_semantic:condition_context_present_without_handling;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag,review_priority,0.3,llm_verifier,reference_review_priority,0.4,reference_review_priority,0.35
A__NCT01650792_exc__item1_C1__A_status_or_review__condition_exception_context_review,A,NCT01650792_exc__item1_C1,NCT01650792,NCT01650792_exc__item1,C1,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,computability_partial;condition_or_exception_marker_without_context;layer1_inventory_flag,review_priority,0.4,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
A__NCT02121145_exc__item5_C4__A_main_llm_rescue__entity_regrounding,A,NCT02121145_exc__item5_C4,NCT02121145,NCT02121145_exc__item5,C4,A_status_or_review,25,branch_a_needs_rescue_but_branch_b_not_usable,entity_regrounding,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,"Fix entity only when the problem is explicit: not in evidence, generic, wrong type, or missing critical qualifier. Do not optimize only for shortest span.","Branch A has an explicit entity grounding/type problem, not just weak BERT support.","Branch A has an actionable issue, but the matching Branch B leaf is not locally usable as a substitute. Do not auto-apply substitution.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,computability_partial;entity_not_grounded_in_evidence_or_item;layer1d_pass1_pass2_logic_flag;no_bert_anchor,review_priority,0.25,llm_verifier,reference_review_priority,0.35,reference_review_priority,0.35
A__NCT02201316_exc__item1_C3__A_status_or_review__condition_exception_context_review,A,NCT02201316_exc__item1_C3,NCT02201316,NCT02201316_exc__item1,C3,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,computability_partial;condition_or_exception_marker_without_context,review_priority,0.4,llm_verifier,reference_review_priority,0.45,reference_intermediate_support,0.6
A__NCT02201316_exc__item1_C4__A_status_or_review__condition_exception_context_review,A,NCT02201316_exc__item1_C4,NCT02201316,NCT02201316_exc__item1,C4,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,negation_clause_with_exists_operator,,computability_partial;condition_or_exception_marker_without_context;high_semantic:negation_clause_with_exists_operator;layer1_policy_mandatory_rescue_or_review;negation_clause_with_exists_operator,review_priority,0.4,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
A__NCT02201316_inc__item2_C6__A_status_or_review__condition_exception_context_review,A,NCT02201316_inc__item2_C6,NCT02201316,NCT02201316_inc__item2,C6,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_non_computable;branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;negation_clause_with_exists_operator,,computable_with_unhandled_condition_or_exception;condition_context_present_without_handling;entity_type_not_supported_by_best_anchor;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;high_semantic:condition_context_present_without_handling;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag;negation_clause_with_exists_operator,review_priority,0.3,llm_verifier,reference_review_priority,0.4,reference_review_priority,0.35
A__NCT02201316_inc__item7_C4__A_status_or_review__condition_exception_context_review,A,NCT02201316_inc__item7_C4,NCT02201316,NCT02201316_inc__item7,C4,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling,,computable_with_unhandled_condition_or_exception;condition_context_present_without_handling;entity_not_grounded_in_evidence_or_item;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;high_semantic:condition_context_present_without_handling;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag;no_bert_anchor,review_priority,0.25,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
A__NCT02301039_exc__item9_C8__A_main_llm_rescue__entity_regrounding,A,NCT02301039_exc__item9_C8,NCT02301039,NCT02301039_exc__item9,C8,A_status_or_review,25,branch_a_needs_rescue_but_branch_b_not_usable,entity_regrounding,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,"Fix entity only when the problem is explicit: not in evidence, generic, wrong type, or missing critical qualifier. Do not optimize only for shortest span.","Branch A has an explicit entity grounding/type problem, not just weak BERT support.","Branch A has an actionable issue, but the matching Branch B leaf is not locally usable as a substitute. Do not auto-apply substitution.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,computability_partial;entity_not_grounded_in_evidence_or_item;layer1d_pass1_pass2_logic_flag;no_bert_anchor,review_priority,0.25,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
A__NCT02301039_exc__item9_C9__A_main_llm_rescue__entity_regrounding,A,NCT02301039_exc__item9_C9,NCT02301039,NCT02301039_exc__item9,C9,A_status_or_review,25,branch_a_needs_rescue_but_branch_b_not_usable,entity_regrounding,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,"Fix entity only when the problem is explicit: not in evidence, generic, wrong type, or missing critical qualifier. Do not optimize only for shortest span.","Branch A has an explicit entity grounding/type problem, not just weak BERT support.","Branch A has an actionable issue, but the matching Branch B leaf is not locally usable as a substitute. Do not auto-apply substitution.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,computability_partial;entity_not_grounded_in_evidence_or_item;layer1d_pass1_pass2_logic_flag;no_bert_anchor,review_priority,0.25,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
A__NCT02525991_inc__item9_C3__A_status_or_review__condition_exception_context_review,A,NCT02525991_inc__item9_C3,NCT02525991,NCT02525991_inc__item9,C3,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;computability_partial;condition_or_exception_marker_without_context;high_semantic:comparison_with_non_quantitative_entity;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review,review_priority,0.4,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6
A__NCT02525991_inc__item9_C4__A_status_or_review__condition_exception_context_review,A,NCT02525991_inc__item9_C4,NCT02525991,NCT02525991_inc__item9,C4,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,0,0,0,0,1,0,1,0,branch_b_polarity_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;computability_partial;condition_or_exception_marker_without_context;high_semantic:comparison_with_non_quantitative_entity;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag,review_priority,0.4,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6
A__NCT02668016_exc__item5_C2__A_main_llm_rescue__entity_regrounding,A,NCT02668016_exc__item5_C2,NCT02668016,NCT02668016_exc__item5,C2,A_status_or_review,25,branch_a_needs_rescue_but_branch_b_not_usable,entity_regrounding,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,"Fix entity only when the problem is explicit: not in evidence, generic, wrong type, or missing critical qualifier. Do not optimize only for shortest span.","Branch A has an explicit entity grounding/type problem, not just weak BERT support.","Branch A has an actionable issue, but the matching Branch B leaf is not locally usable as a substitute. Do not auto-apply substitution.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,computability_partial;entity_not_grounded_in_evidence_or_item;layer1d_pass1_pass2_logic_flag;no_bert_anchor,review_priority,0.25,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
A__NCT02668016_inc__item5_C4__A_main_llm_rescue__conservative_structural_recovery,A,NCT02668016_inc__item5_C4,NCT02668016,NCT02668016_inc__item5,C4,A_status_or_review,10,branch_a_needs_rescue_but_branch_b_not_usable,conservative_structural_recovery,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,"Try to recover the missing list/range/scalar information from evidence. If unrecoverable, mark partial/non-computable rather than downgrade silently.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,"Branch A has an actionable issue, but the matching Branch B leaf is not locally usable as a substitute. Do not auto-apply substitution.",A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,list_operator_without_list_value,,entity_not_grounded_in_evidence_or_item;hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag;list_operator_without_list_value;no_bert_anchor;operator_value_not_structurally_supported,review_priority,0.25,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6
A__NCT02745704_exc__item9_C1__A_main_llm_rescue__entity_regrounding,A,NCT02745704_exc__item9_C1,NCT02745704,NCT02745704_exc__item9,C1,A_status_or_review,25,branch_a_needs_rescue_but_branch_b_not_usable,entity_regrounding,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,"Fix entity only when the problem is explicit: not in evidence, generic, wrong type, or missing critical qualifier. Do not optimize only for shortest span.","Branch A has an explicit entity grounding/type problem, not just weak BERT support.","Branch A has an actionable issue, but the matching Branch B leaf is not locally usable as a substitute. Do not auto-apply substitution.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,computability_partial;entity_not_grounded_in_evidence_or_item;layer1d_pass1_pass2_logic_flag;no_bert_anchor,review_priority,0.25,llm_verifier,reference_review_priority,0.5,reference_review_priority,0.35
A__NCT02783859_inc__item2_C5__A_status_or_review__condition_exception_context_review,A,NCT02783859_inc__item2_C5,NCT02783859,NCT02783859_inc__item2,C5,A_status_or_review,30,abstain_or_human_review_for_context_logic,condition_exception_context_review,1,1,0,0,0,1,0,1,1,branch_b_available_as_candidate_routing:llm_verifier|soft_warning:branch_b_context_or_exception_scope_problem,Do not flatten condition/exception logic into a computable leaf. Preserve evidence and mark partial or human_review.,,Condition/exception context changes clinical logic. This should not be auto-repaired by a simple leaf-level prompt.,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,condition_context_present_without_handling;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling,,computable_with_unhandled_condition_or_exception;condition_context_present_without_handling;exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;high_semantic:condition_context_present_without_handling;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag,review_priority,0.3,llm_verifier,reference_review_priority,0.4,reference_intermediate_support,0.6
