branch,document_id,issue_type,criterion_id,paths,layer1b_action_category,detail
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1];inclusion_criteria.children[2].children[2].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[11].children[0];inclusion_criteria.children[11].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[12].children[0];inclusion_criteria.children[12].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[12].children[2].children[1];inclusion_criteria.children[12].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[14].children[2].children[1];inclusion_criteria.children[14].children[2].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[17].children[0];inclusion_criteria.children[17].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[19].children[0];inclusion_criteria.children[19].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[19].children[2];inclusion_criteria.children[19].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[19].children[4];inclusion_criteria.children[19].children[5].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02604459,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02609048,duplicate_identical_leaf,,inclusion_criteria.children[8].children[4];inclusion_criteria.children[8].children[5],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02609048,duplicate_identical_leaf,,inclusion_criteria.children[8].children[6];inclusion_criteria.children[8].children[7],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02609048,duplicate_identical_leaf,,exclusion_criteria.children[13].children[0];exclusion_criteria.children[13].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02281643,duplicate_identical_leaf,,exclusion_criteria.children[2];exclusion_criteria.children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02281643,duplicate_identical_leaf,,exclusion_criteria.children[4];exclusion_criteria.children[5],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02281643,duplicate_identical_leaf,,exclusion_criteria.children[6];exclusion_criteria.children[7],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02164734,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02019628,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02019628,duplicate_identical_leaf,,exclusion_criteria.children[7].children[0];exclusion_criteria.children[7].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02019628,duplicate_identical_leaf,,exclusion_criteria.children[8].children[5];exclusion_criteria.children[8].children[6],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03477851,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02780427,duplicate_identical_leaf,,inclusion_criteria.children[0].children[3];inclusion_criteria.children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01630954,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03019562,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03027115,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03027115,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03034733,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02555163,duplicate_identical_leaf,,inclusion_criteria.children[0];inclusion_criteria.children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[1].children[9];inclusion_criteria.children[1].children[10],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[9].children[0].children[0];inclusion_criteria.children[9].children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[9].children[0].children[2];inclusion_criteria.children[9].children[0].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[10].children[0];inclusion_criteria.children[10].children[1];inclusion_criteria.children[10].children[2];inclusion_criteria.children[10].children[3];inclusion_criteria.children[10].children[4],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[12].children[1].children[2];inclusion_criteria.children[12].children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0];exclusion_criteria.children[8].children[1];exclusion_criteria.children[8].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[8].children[3];exclusion_criteria.children[8].children[4].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[10].children[0];exclusion_criteria.children[10].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02713087,duplicate_identical_leaf,,inclusion_criteria.children[0].children[0].children[0];inclusion_criteria.children[0].children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02713087,duplicate_identical_leaf,,inclusion_criteria.children[0].children[0].children[2];inclusion_criteria.children[0].children[0].children[3];inclusion_criteria.children[0].children[1].children[0];inclusion_criteria.children[0].children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02713087,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01709981,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0];exclusion_criteria.children[8].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01793519,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01793519,duplicate_identical_leaf,,exclusion_criteria.children[13].children[3];exclusion_criteria.children[13].children[4],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02525991,duplicate_identical_leaf,,inclusion_criteria.children[5].children[2];inclusion_criteria.children[5].children[4],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02525991,duplicate_identical_leaf,,inclusion_criteria.children[8].children[1].children[1];inclusion_criteria.children[8].children[1].children[2];inclusion_criteria.children[8].children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02525991,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02868437,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02537899,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02537899,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02537899,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0].children[1];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03404804,duplicate_identical_leaf,,exclusion_criteria.children[7].children[2];exclusion_criteria.children[7].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03404804,duplicate_identical_leaf,,exclusion_criteria.children[8].children[1].children[1];exclusion_criteria.children[8].children[2];exclusion_criteria.children[8].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03400735,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03066440,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03066440,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03066440,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03066440,duplicate_identical_leaf,,exclusion_criteria.children[3].children[1];exclusion_criteria.children[3].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00625742,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02201316,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02201316,duplicate_identical_leaf,,exclusion_criteria.children[3].children[2];exclusion_criteria.children[3].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02201316,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02201316,duplicate_identical_leaf,,exclusion_criteria.children[9].children[0].children[1];exclusion_criteria.children[9].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02668016,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0];inclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02668016,duplicate_identical_leaf,,exclusion_criteria.children[5].children[2];exclusion_criteria.children[5].children[3];exclusion_criteria.children[5].children[4];exclusion_criteria.children[5].children[6];exclusion_criteria.children[5].children[7];exclusion_criteria.children[5].children[8],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02668016,duplicate_identical_leaf,,exclusion_criteria.children[7].children[0];exclusion_criteria.children[7].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00401245,duplicate_identical_leaf,,inclusion_criteria.children[1].children[6];inclusion_criteria.children[1].children[8],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00401245,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00401245,duplicate_identical_leaf,,exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02779374,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1];exclusion_criteria.children[3].children[2];exclusion_criteria.children[3].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03463564,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01614041,duplicate_identical_leaf,,inclusion_criteria.children[5].children[0];inclusion_criteria.children[5].children[1];inclusion_criteria.children[5].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01614041,duplicate_identical_leaf,,exclusion_criteria.children[11].children[0];exclusion_criteria.children[11].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02498483,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02627560,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02627560,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02645474,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02478515,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02923700,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[3];exclusion_criteria.children[3].children[4];exclusion_criteria.children[3].children[5],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01856491,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1];inclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01856491,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01856491,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0].children[1];exclusion_criteria.children[8].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01959061,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0].children[1];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01959061,duplicate_identical_leaf,,inclusion_criteria.children[5].children[0];inclusion_criteria.children[5].children[1];inclusion_criteria.children[5].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01959061,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03226080,duplicate_identical_leaf,,exclusion_criteria.children[4];exclusion_criteria.children[5],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02637076,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[2];exclusion_criteria.children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02637076,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02637076,duplicate_identical_leaf,,exclusion_criteria.children[10].children[0];exclusion_criteria.children[10].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[1].children[7];exclusion_criteria.children[1].children[8];exclusion_criteria.children[1].children[9];exclusion_criteria.children[1].children[10];exclusion_criteria.children[1].children[11];exclusion_criteria.children[1].children[12];exclusion_criteria.children[1].children[13];exclusion_criteria.children[1].children[14],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[6].children[2];exclusion_criteria.children[6].children[3];exclusion_criteria.children[6].children[4],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[0];inclusion_criteria.children[4].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[1];inclusion_criteria.children[4].children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[9].children[0];exclusion_criteria.children[9].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[10].children[0];exclusion_criteria.children[10].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[21].children[5];exclusion_criteria.children[21].children[7],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[29].children[0];exclusion_criteria.children[29].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[31].children[0];exclusion_criteria.children[31].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02584140,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02565277,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02203019,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1];exclusion_criteria.children[0].children[2];exclusion_criteria.children[0].children[3];exclusion_criteria.children[0].children[4];exclusion_criteria.children[0].children[5];exclusion_criteria.children[0].children[6],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01807897,duplicate_identical_leaf,,inclusion_criteria.children[6].children[0];inclusion_criteria.children[6].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01807897,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT01807897,duplicate_identical_leaf,,exclusion_criteria.children[13].children[1];exclusion_criteria.children[13].children[2];exclusion_criteria.children[13].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02437084,duplicate_identical_leaf,,exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[2];exclusion_criteria.children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02437084,duplicate_identical_leaf,,exclusion_criteria.children[1].children[4];exclusion_criteria.children[1].children[5],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03260881,duplicate_identical_leaf,,inclusion_criteria.children[5].children[0];inclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
